期刊名称	IF	JCR分区	Category	ISSN	eISSN	中科院分区
MODERN PATHOLOGY	5.5	Q1	PATHOLOGY(SCIE)	0893-3952	1530-0285	1
MOLECULAR & CELLULAR PROTEOMICS	5.5	Q1	BIOCHEMICAL RESEARCH METHODS(SCIE)	N/A	1535-9484	2
MOLECULAR AND CELLULAR BIOCHEMISTRY	3.7	Q2	CELL BIOLOGY(SCIE)	0300-8177	1573-4919	3
MOLECULAR AND CELLULAR ENDOCRINOLOGY	3.6	Q2	CELL BIOLOGY(SCIE);ENDOCRINOLOGY & METABOLISM(SCIE)	0303-7207	1872-8057	2
MOLECULAR ASPECTS OF MEDICINE	10.3	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	0098-2997	1872-9452	2
Molecular Autism	5.5	Q1	GENETICS & HEREDITY(SCIE);NEUROSCIENCES(SCIE)	2040-2392	2040-2392	1
MOLECULAR BIOLOGY AND EVOLUTION	5.3	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);EVOLUTIONARY BIOLOGY(SCIE);GENETICS & HEREDITY(SCIE)	0737-4038	1537-1719	1
Molecular Biomedicine	10.1	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(ESCI);CELL BIOLOGY(ESCI);MEDICINE, RESEARCH & EXPERIMENTAL(ESCI)	N/A	2662-8651	2
Molecular Cancer	33.9	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);ONCOLOGY(SCIE)	N/A	1476-4598	1
MOLECULAR CANCER RESEARCH	4.7	Q1	CELL BIOLOGY(SCIE);ONCOLOGY(SCIE)	1541-7786	1557-3125	2
MOLECULAR CANCER THERAPEUTICS	5.5	Q1	ONCOLOGY(SCIE)	1535-7163	1538-8514	2
Molecular Cell	16.6	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE)	1097-2765	1097-4164	1
Molecular Diagnosis & Therapy	4.4	Q1	GENETICS & HEREDITY(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	1177-1062	1179-2000	3
MOLECULAR DIVERSITY	3.8	Q2	CHEMISTRY, APPLIED(SCIE);CHEMISTRY, MEDICINAL(SCIE);CHEMISTRY, MULTIDISCIPLINARY(SCIE)	1381-1991	1573-501X	2
MOLECULAR GENETICS AND METABOLISM	3.5	Q2	ENDOCRINOLOGY & METABOLISM(SCIE);GENETICS & HEREDITY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	1096-7192	1096-7206	2
MOLECULAR MEDICINE	6.4	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	1076-1551	1528-3658	2
Molecular Metabolism	6.6	Q1	ENDOCRINOLOGY & METABOLISM(SCIE)	2212-8778	2212-8778	2
MOLECULAR NEUROBIOLOGY	4.3	Q1	NEUROSCIENCES(SCIE)	0893-7648	1559-1182	2
Molecular Neurodegeneration	17.5	Q1	NEUROSCIENCES(SCIE)	N/A	1750-1326	1
Molecular Oncology	4.5	Q2	ONCOLOGY(SCIE)	1574-7891	1878-0261	2
MOLECULAR PHARMACEUTICS	4.5	Q1	MEDICINE, RESEARCH & EXPERIMENTAL(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	1543-8384	1543-8392	2
MOLECULAR PHYLOGENETICS AND EVOLUTION	3.6	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);EVOLUTIONARY BIOLOGY(SCIE);GENETICS & HEREDITY(SCIE)	1055-7903	1095-9513	1
MOLECULAR PSYCHIATRY	10.1	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);NEUROSCIENCES(SCIE);PSYCHIATRY(SCIE)	1359-4184	1476-5578	1
Molecular Systems Biology	7.7	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	1744-4292	1744-4292	1
MOLECULAR THERAPY	12	Q1	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE);GENETICS & HEREDITY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	1525-0016	1525-0024	1
Molecular Therapy Methods & Clinical Development	4.7	Q2	MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	N/A	2329-0501	2
Molecular Therapy Nucleic Acids	6.1	Q1	MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	2162-2531	2162-2531	2
MOLECULES	4.6	Q2	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CHEMISTRY, MULTIDISCIPLINARY(SCIE)	N/A	1420-3049	3
MOLECULES AND CELLS	6.5	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE)	1016-8478	0219-1032	3
MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT	6.2	Q1	PSYCHOLOGY, DEVELOPMENTAL(SSCI)	0037-976X	1540-5834	1
Motivation Science	3.3	Q1	PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)	2333-8113	2333-8121	2
MOVEMENT DISORDERS	7.6	Q1	CLINICAL NEUROLOGY(SCIE)	0885-3185	1531-8257	1
mSphere	3.1	Q2	MICROBIOLOGY(SCIE)	N/A	2379-5042	2
mSystems	4.6	Q1	MICROBIOLOGY(SCIE)	N/A	2379-5077	2
Mucosal Immunology	7.6	Q1	IMMUNOLOGY(SCIE)	1933-0219	1935-3456	2
Multiple Sclerosis Journal	5	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	1352-4585	1477-0970	2
MUSCLE & NERVE	3.1	Q2	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	0148-639X	1097-4598	3
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH	4.2	Q1	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE);GENETICS & HEREDITY(SCIE);TOXICOLOGY(SCIE)	1383-5742	1388-2139	2
MycoKeys	3.6	Q2	MYCOLOGY(SCIE)	1314-4057	1314-4049	2
Mycology-An International Journal On Fungal Biology	4.4	Q1	MYCOLOGY(ESCI)	2150-1203	2150-1211	2
MYCOSES	3.1	Q2	DERMATOLOGY(SCIE);MYCOLOGY(SCIE)	0933-7407	1439-0507	2
Mycosphere	15.1	Q1	MYCOLOGY(SCIE)	2077-7000	2077-7019	1
Nanomedicine-Nanotechnology Biology and Medicine	4.6	Q2	MEDICINE, RESEARCH & EXPERIMENTAL(SCIE);NANOSCIENCE & NANOTECHNOLOGY(SCIE)	1549-9634	1549-9642	3
National Science Review	17.1	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	2095-5138	2053-714X	1
Natural Products and Bioprospecting	4.9	Q1	CHEMISTRY, MEDICINAL(ESCI)	2192-2195	2192-2209	2
NATURE	48.5	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	0028-0836	1476-4687	1
Nature and Science of Sleep	3.4	Q2	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	1179-1608	1179-1608	3
NATURE BIOTECHNOLOGY	41.7	Q1	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE)	1087-0156	1546-1696	1
Nature Cancer	28.5	Q1	ONCOLOGY(SCIE)	N/A	2662-1347	1
Nature Cardiovascular Research	10.8	Q1	CARDIAC & CARDIOVASCULAR SYSTEMS(ESCI)	N/A	2731-0590	1
NATURE CELL BIOLOGY	19.1	Q1	CELL BIOLOGY(SCIE)	1465-7392	1476-4679	1
Nature Chemical Biology	13.7	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	1552-4450	1552-4469	1
Nature Chemistry	20.2	Q1	CHEMISTRY, MULTIDISCIPLINARY(SCIE)	1755-4330	1755-4349	1
Nature Communications	15.7	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	N/A	2041-1723	1
NATURE GENETICS	29	Q1	GENETICS & HEREDITY(SCIE)	1061-4036	1546-1718	1
Nature Human Behaviour	15.9	Q1	MULTIDISCIPLINARY SCIENCES(SCIE);NEUROSCIENCES(SCIE);PSYCHOLOGY, EXPERIMENTAL(SSCI)	2397-3374	2397-3374	1
NATURE IMMUNOLOGY	27.6	Q1	IMMUNOLOGY(SCIE)	1529-2908	1529-2916	1
NATURE MEDICINE	50	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	1078-8956	1546-170X	1
Nature Metabolism	20.8	Q1	ENDOCRINOLOGY & METABOLISM(SCIE)	N/A	2522-5812	1
NATURE METHODS	32.1	Q1	BIOCHEMICAL RESEARCH METHODS(SCIE)	1548-7091	1548-7105	1
Nature Microbiology	19.4	Q1	MICROBIOLOGY(SCIE)	2058-5276	2058-5276	1
NATURE NEUROSCIENCE	20	Q1	NEUROSCIENCES(SCIE)	1097-6256	1546-1726	1
Nature Protocols	16	Q1	BIOCHEMICAL RESEARCH METHODS(SCIE)	1754-2189	1750-2799	2
NATURE REVIEWS CANCER	66.8	Q1	ONCOLOGY(SCIE)	1474-175X	1474-1768	1
Nature Reviews Cardiology	44.2	Q1	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE)	1759-5002	1759-5010	1
Nature Reviews Chemistry	51.7	Q1	CHEMISTRY, MULTIDISCIPLINARY(SCIE)	N/A	2397-3358	1
Nature Reviews Clinical Oncology	82.2	Q1	ONCOLOGY(SCIE)	1759-4774	1759-4782	1
Nature Reviews Disease Primers	60.6	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	2056-676X	2056-676X	1
NATURE REVIEWS DRUG DISCOVERY	101.8	Q1	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	1474-1776	1474-1784	1
Nature Reviews Endocrinology	40	Q1	ENDOCRINOLOGY & METABOLISM(SCIE)	1759-5029	1759-5037	1
Nature Reviews Gastroenterology & Hepatology	51	Q1	GASTROENTEROLOGY & HEPATOLOGY(SCIE)	1759-5045	1759-5053	1
NATURE REVIEWS GENETICS	52	Q1	GENETICS & HEREDITY(SCIE)	1471-0056	1471-0064	1
NATURE REVIEWS IMMUNOLOGY	60.9	Q1	IMMUNOLOGY(SCIE)	1474-1733	1474-1741	1
Nature Reviews Methods Primers	56	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	N/A	2662-8449	1
NATURE REVIEWS MICROBIOLOGY	103.3	Q1	MICROBIOLOGY(SCIE)	1740-1526	1740-1534	1
NATURE REVIEWS MOLECULAR CELL BIOLOGY	90.2	Q1	CELL BIOLOGY(SCIE)	1471-0072	1471-0080	1
Nature Reviews Nephrology	39.8	Q1	UROLOGY & NEPHROLOGY(SCIE)	1759-5061	1759-507X	1
Nature Reviews Neurology	33.1	Q1	CLINICAL NEUROLOGY(SCIE)	1759-4758	1759-4766	1
NATURE REVIEWS NEUROSCIENCE	26.7	Q1	NEUROSCIENCES(SCIE)	1471-003X	1471-0048	1
Nature Reviews Psychology	21.8	Q1	PSYCHOLOGY, MULTIDISCIPLINARY(ESCI)	N/A	2731-0574	1
Nature Reviews Rheumatology	32.7	Q1	RHEUMATOLOGY(SCIE)	1759-4790	1759-4804	1
Nature Reviews Urology	14.6	Q1	UROLOGY & NEPHROLOGY(SCIE)	1759-4812	1759-4820	1
Nature Synthesis	20	Q1	CHEMISTRY, MULTIDISCIPLINARY(ESCI)	N/A	2731-0582	1
NEOPLASIA	7.7	Q1	ONCOLOGY(SCIE)	1476-5586	1476-5586	2
NEURAL NETWORKS	6.3	Q1	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE);NEUROSCIENCES(SCIE)	0893-6080	1879-2782	2
NEURAL PLASTICITY	3.7	Q2	NEUROSCIENCES(SCIE)	2090-5904	1687-5443	3
Neural Regeneration Research	6.7	Q1	CELL BIOLOGY(SCIE);NEUROSCIENCES(SCIE)	1673-5374	1876-7958	2
NEURO-ONCOLOGY	13.4	Q1	CLINICAL NEUROLOGY(SCIE);ONCOLOGY(SCIE)	1522-8517	1523-5866	1
Neuro-Oncology Advances	4.1	Q1	CLINICAL NEUROLOGY(ESCI);ONCOLOGY(ESCI)	N/A	2632-2498	3
NEUROBIOLOGY OF DISEASE	5.6	Q1	NEUROSCIENCES(SCIE)	0969-9961	1095-953X	2
Neurobiology of Stress	3.6	Q2	NEUROSCIENCES(SCIE)	2352-2895	2352-2895	2
NEUROCHEMICAL RESEARCH	3.8	Q2	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);NEUROSCIENCES(SCIE)	0364-3190	1573-6903	3
NEUROCHEMISTRY INTERNATIONAL	4	Q2	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);NEUROSCIENCES(SCIE)	0197-0186	1872-9754	3
NEUROCOMPUTING	6.5	Q1	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE)	0925-2312	1872-8286	2
Neurocritical Care	3.6	Q1	CLINICAL NEUROLOGY(SCIE);CRITICAL CARE MEDICINE(SCIE)	1541-6933	1556-0961	2
NEUROIMAGE	4.5	Q1	NEUROIMAGING(SCIE);NEUROSCIENCES(SCIE);RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)	1053-8119	1095-9572	2
NeuroImage-Clinical	3.6	Q1	NEUROIMAGING(SCIE)	2213-1582	2213-1582	2
Neurological Research and Practice	3.2	Q2	CLINICAL NEUROLOGY(ESCI)	N/A	2524-3489	3
NEUROLOGY	8.5	Q1	CLINICAL NEUROLOGY(SCIE)	0028-3878	1526-632X	1
Neurology-Genetics	3.7	Q1	CLINICAL NEUROLOGY(SCIE);GENETICS & HEREDITY(SCIE)	2376-7839	2376-7839	3
Neurology-Neuroimmunology & Neuroinflammation	7.5	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	2332-7812	2332-7812	1
Neurology and Therapy	4.8	Q1	CLINICAL NEUROLOGY(SCIE)	2193-8253	2193-6536	3
NEUROMODULATION	3.5	Q2	CLINICAL NEUROLOGY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE);NEUROSCIENCES(SCIE)	1094-7159	1525-1403	3
Neuron	15	Q1	NEUROSCIENCES(SCIE)	0896-6273	1097-4199	1
NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY	3.4	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE);PATHOLOGY(SCIE)	0305-1846	1365-2990	2
NEUROPHARMACOLOGY	4.6	Q1	NEUROSCIENCES(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	0028-3908	1873-7064	2
NEUROPSYCHOLOGY REVIEW	5	Q1	NEUROSCIENCES(SCIE);PSYCHOLOGY, CLINICAL(SSCI)	1040-7308	1573-6660	1
NEUROPSYCHOPHARMACOLOGY	7.1	Q1	NEUROSCIENCES(SCIE);PHARMACOLOGY & PHARMACY(SCIE);PSYCHIATRY(SCIE)	0893-133X	1740-634X	2
NEUROREHABILITATION AND NEURAL REPAIR	3.7	Q1	CLINICAL NEUROLOGY(SCIE);REHABILITATION(SCIE)	1545-9683	1552-6844	2
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS	7.9	Q1	BEHAVIORAL SCIENCES(SCIE);NEUROSCIENCES(SCIE)	0149-7634	1873-7528	1
Neuroscience Bulletin	5.8	Q1	NEUROSCIENCES(SCIE)	1673-7067	1995-8218	2
NEUROSCIENTIST	3.9	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	1073-8584	1089-4098	3
Neurospine	3.6	Q1	CLINICAL NEUROLOGY(SCIE);SURGERY(SCIE)	2586-6583	2586-6591	1
NEUROSURGERY	3.9	Q1	CLINICAL NEUROLOGY(SCIE);SURGERY(SCIE)	0148-396X	1524-4040	2
Neurotherapeutics	6.9	Q1	CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	1933-7213	1878-7479	2
NEUROTOXICOLOGY	3.9	Q1	NEUROSCIENCES(SCIE);PHARMACOLOGY & PHARMACY(SCIE);TOXICOLOGY(SCIE)	0161-813X	1872-9711	3
New Biotechnology	4.9	Q1	BIOCHEMICAL RESEARCH METHODS(SCIE);BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE)	1871-6784	1876-4347	2
NEW ENGLAND JOURNAL OF MEDICINE	78.5	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	0028-4793	1533-4406	1
NITRIC OXIDE-BIOLOGY AND CHEMISTRY	3.2	Q2	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE)	1089-8603	1089-8611	3
Non-coding RNA Research	4.7	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(ESCI)	2468-2160	2468-0540	2
npj Biofilms and Microbiomes	9.2	Q1	BIOTECHNOLOGY & APPLIED MICROBIOLOGY(SCIE);MICROBIOLOGY(SCIE)	N/A	2055-5008	1
npj Breast Cancer	7.6	Q1	ONCOLOGY(SCIE)	N/A	2374-4677	2
npj Genomic Medicine	4.8	Q1	GENETICS & HEREDITY(SCIE)	N/A	2056-7944	2
NPJ Microgravity	4.1	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	N/A	2373-8065	2
npj Parkinsons Disease	8.2	Q1	NEUROSCIENCES(SCIE)	N/A	2373-8057	1
npj Precision Oncology	8	Q1	ONCOLOGY(SCIE)	N/A	2397-768X	1
npj Primary Care Respiratory Medicine	4.7	Q1	PRIMARY HEALTH CARE(SCIE);RESPIRATORY SYSTEM(SCIE)	N/A	2055-1010	2
npj Systems Biology and Applications	3.5	Q1	MATHEMATICAL & COMPUTATIONAL BIOLOGY(SCIE)	N/A	2056-7189	2
npj Vaccines	6.5	Q1	IMMUNOLOGY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	N/A	2059-0105	2
Nucleic Acid Therapeutics	4.7	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CHEMISTRY, MEDICINAL(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	2159-3337	2159-3345	2
NUCLEIC ACIDS RESEARCH	13.1	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	0305-1048	1362-4962	2
Nurse Education in Practice	4	Q1	NURSING(SCIE, SSCI)	1471-5953	1873-5223	2
NURSING OUTLOOK	3.7	Q1	NURSING(SCIE, SSCI)	0029-6554	1528-3968	2
Nutrients	5	Q1	NUTRITION & DIETETICS(SCIE)	N/A	2072-6643	2
Nutrition & Diabetes	5.2	Q1	ENDOCRINOLOGY & METABOLISM(SCIE);NUTRITION & DIETETICS(SCIE)	2044-4052	2044-4052	2
Nutrition & Dietetics	3.2	Q2	NUTRITION & DIETETICS(SCIE)	1446-6368	1747-0080	3
Nutrition & Metabolism	4.1	Q2	NUTRITION & DIETETICS(SCIE)	N/A	1743-7075	2
Nutrition Journal	3.8	Q2	NUTRITION & DIETETICS(SCIE)	N/A	1475-2891	2
NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES	3.7	Q1	CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE);ENDOCRINOLOGY & METABOLISM(SCIE);NUTRITION & DIETETICS(SCIE)	0939-4753	1590-3729	3
NUTRITION RESEARCH REVIEWS	4.5	Q1	NUTRITION & DIETETICS(SCIE)	0954-4224	1475-2700	2
NUTRITION REVIEWS	4.9	Q1	NUTRITION & DIETETICS(SCIE)	0029-6643	1753-4887	2
NUTRITIONAL NEUROSCIENCE	3.6	Q2	NEUROSCIENCES(SCIE);NUTRITION & DIETETICS(SCIE)	1028-415X	1476-8305	3
Obesity	4.7	Q1	ENDOCRINOLOGY & METABOLISM(SCIE);NUTRITION & DIETETICS(SCIE)	1930-7381	1930-739X	2
Obesity Facts	4.7	Q1	ENDOCRINOLOGY & METABOLISM(SCIE);NUTRITION & DIETETICS(SCIE)	1662-4025	1662-4033	3
Obesity Reviews	7.4	Q1	ENDOCRINOLOGY & METABOLISM(SCIE)	1467-7881	1467-789X	2
OBESITY SURGERY	3.1	Q1	SURGERY(SCIE)	0960-8923	1708-0428	3
Ocular Surface	5.6	Q1	OPHTHALMOLOGY(SCIE)	1542-0124	1937-5913	1
ONCOGENE	7.3	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);CELL BIOLOGY(SCIE);GENETICS & HEREDITY(SCIE);ONCOLOGY(SCIE)	0950-9232	1476-5594	1
Oncogenesis	6.4	Q1	ONCOLOGY(SCIE)	2157-9024	2157-9024	2
OncoImmunology	6.3	Q1	IMMUNOLOGY(SCIE);ONCOLOGY(SCIE)	2162-402X	2162-402X	2
ONCOLOGIST	4.2	Q2	ONCOLOGY(SCIE)	1083-7159	1549-490X	2
ONCOLOGY REPORTS	3.9	Q2	ONCOLOGY(SCIE)	1021-335X	1791-2431	3
Open Biology	3.6	Q2	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE)	N/A	2046-2441	2
OPHTHALMOLOGY	9.5	Q1	OPHTHALMOLOGY(SCIE)	0161-6420	1549-4713	1
Ophthalmology and Therapy	3.2	Q1	OPHTHALMOLOGY(SCIE)	2193-8245	2193-6528	3
Ophthalmology Glaucoma	3.2	Q1	OPHTHALMOLOGY(ESCI)	2589-4234	2589-4196	3
Ophthalmology Retina	5.7	Q1	OPHTHALMOLOGY(ESCI)	2468-6530	N/A	2
Ophthalmology Science	4.6	Q1	OPHTHALMOLOGY(ESCI)	2666-9145	2666-9145	3
ORAL ONCOLOGY	3.9	Q1	DENTISTRY, ORAL SURGERY & MEDICINE(SCIE);ONCOLOGY(SCIE)	1368-8375	1879-0593	2
Orphanet Journal of Rare Diseases	3.5	Q2	GENETICS & HEREDITY(SCIE);MEDICINE, RESEARCH & EXPERIMENTAL(SCIE)	N/A	1750-1172	2
OSTEOPOROSIS INTERNATIONAL	5.4	Q1	ENDOCRINOLOGY & METABOLISM(SCIE)	0937-941X	1433-2965	2
Paediatric Respiratory Reviews	4	Q1	PEDIATRICS(SCIE);RESPIRATORY SYSTEM(SCIE)	1526-0542	1526-0550	3
PAIN	5.5	Q1	ANESTHESIOLOGY(SCIE);CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE)	0304-3959	1872-6623	1
Pain and Therapy	3.3	Q2	CLINICAL NEUROLOGY(SCIE)	2193-8237	2193-651X	2
Pain Reports	3.1	Q2	NEUROSCIENCES(ESCI)	N/A	2471-2531	3
Parasites & Vectors	3.5	Q1	PARASITOLOGY(SCIE);TROPICAL MEDICINE(SCIE)	1756-3305	1756-3305	2
PARKINSONISM & RELATED DISORDERS	3.4	Q2	CLINICAL NEUROLOGY(SCIE)	1353-8020	1873-5126	3
Particle and Fibre Toxicology	8.2	Q1	TOXICOLOGY(SCIE)	1743-8977	1743-8977	1
Pathogens	3.3	Q2	MICROBIOLOGY(SCIE)	N/A	2076-0817	3
PATTERN RECOGNITION LETTERS	3.3	Q2	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE)	0167-8655	1872-7344	3
PEDIATRIC ALLERGY AND IMMUNOLOGY	4.5	Q1	ALLERGY(SCIE);IMMUNOLOGY(SCIE);PEDIATRICS(SCIE)	0905-6157	1399-3038	2
Pediatric Critical Care Medicine	4.5	Q1	CRITICAL CARE MEDICINE(SCIE);PEDIATRICS(SCIE)	1529-7535	1947-3893	2
PEDIATRIC DIABETES	5.6	Q1	ENDOCRINOLOGY & METABOLISM(SCIE);PEDIATRICS(SCIE)	1399-543X	1399-5448	2
PEDIATRIC DRUGS	3.3	Q1	PEDIATRICS(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	1174-5878	1179-2019	3
PEDIATRIC RESEARCH	3.1	Q1	PEDIATRICS(SCIE)	0031-3998	1530-0447	3
PEDIATRICS	6.4	Q1	PEDIATRICS(SCIE)	0031-4005	1098-4275	2
PERIODONTOLOGY 2000	15.7	Q1	DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)	0906-6713	1600-0757	1
Personality Disorders-Theory Research and Treatment	4.2	Q1	PSYCHOLOGY, CLINICAL(SSCI)	1949-2715	1949-2723	2
PERSOONIA	7.3	Q1	MYCOLOGY(SCIE)	0031-5850	N/A	1
Perspectives in Ecology and Conservation	3.5	Q1	BIODIVERSITY CONSERVATION(SCIE)	2530-0644	2530-0644	2
Perspectives on Behavior Science	3.8	Q1	PSYCHOLOGY, CLINICAL(SSCI)	2520-8969	2520-8977	2
Perspectives on Psychological Science	8.4	Q1	PSYCHOLOGY, MULTIDISCIPLINARY(SSCI)	1745-6916	1745-6924	1
Perspectives on Public Management and Governance	3.7	Q1	PUBLIC ADMINISTRATION(ESCI)	2398-4910	2398-4929	3
PHARMACEUTICAL RESEARCH	4.3	Q1	CHEMISTRY, MULTIDISCIPLINARY(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	0724-8741	1573-904X	3
Pharmaceuticals	4.8	Q1	CHEMISTRY, MEDICINAL(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	N/A	1424-8247	3
Pharmaceutics	5.5	Q1	PHARMACOLOGY & PHARMACY(SCIE)	N/A	1999-4923	3
PHARMACOLOGICAL RESEARCH	10.5	Q1	PHARMACOLOGY & PHARMACY(SCIE)	1043-6618	1096-1186	2
PHARMACOLOGICAL REVIEWS	17.3	Q1	PHARMACOLOGY & PHARMACY(SCIE)	0031-6997	1521-0081	1
PHARMACOLOGY & THERAPEUTICS	12.5	Q1	PHARMACOLOGY & PHARMACY(SCIE)	0163-7258	1879-016X	1
PHARMACOTHERAPY	3.4	Q2	PHARMACOLOGY & PHARMACY(SCIE)	0277-0008	1875-9114	3
Phenomics	6.2	Q1	GENETICS & HEREDITY(ESCI)	2730-583X	2730-5848	2
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES	3.7	Q1	MULTIDISCIPLINARY SCIENCES(SCIE)	1364-503X	1471-2962	3
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	4.7	Q1	BIOLOGY(SCIE)	0962-8436	1471-2970	1
Physics & Imaging in Radiation Oncology	3.3	Q1	ONCOLOGY(ESCI);RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(ESCI)	N/A	2405-6316	2
Physiological Reviews	28.7	Q1	PHYSIOLOGY(SCIE)	0031-9333	1522-1210	1
PHYSIOLOGY	10.3	Q1	PHYSIOLOGY(SCIE)	1548-9213	1548-9221	2
PHYTOTHERAPY RESEARCH	6.3	Q1	CHEMISTRY, MEDICINAL(SCIE);PHARMACOLOGY & PHARMACY(SCIE)	0951-418X	1099-1573	2
Pituitary	3.4	Q2	ENDOCRINOLOGY & METABOLISM(SCIE)	1386-341X	1573-7403	2
PLASTIC AND RECONSTRUCTIVE SURGERY	3.4	Q1	SURGERY(SCIE)	0032-1052	1529-4242	2
PLOS BIOLOGY	7.2	Q1	BIOCHEMISTRY & MOLECULAR BIOLOGY(SCIE);BIOLOGY(SCIE)	1544-9173	1545-7885	1
PLoS Computational Biology	3.6	Q1	BIOCHEMICAL RESEARCH METHODS(SCIE);MATHEMATICAL & COMPUTATIONAL BIOLOGY(SCIE)	1553-734X	1553-7358	2
PLoS Genetics	3.7	Q2	GENETICS & HEREDITY(SCIE)	1553-7404	1553-7404	2
PLOS MEDICINE	9.9	Q1	MEDICINE, GENERAL & INTERNAL(SCIE)	1549-1277	1549-1676	1
